questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
MSA_2012_5_5,5,1,D,1,1,MSA,5,2012,"Brown-headed cowbirds are small birds found throughout North American grasslands and along edges of forests. For food, the brown-headed cowbirds rely on grazing animals to uncover insects and seeds. When a female brown-headed cowbird sees eggs in the nest of another bird, she lays her own egg in the nest. She usually chooses nests with eggs that are smaller than hers. The other bird species then raises the brown headed cowbird hatchling. The brown-headed cowbird hatchling grows quickly and is larger than the other hatchlings in the nest. The brown-headed cowbird often lays eggs in the nest of the yellow warbler. The yellow warbler lives near forests, builds nests in trees and thick brush, and eats insects and fruit. {img:images/States2017/MD/MD_5thGr_2012_1.png} Why is the appearance of the brown-headed cowbird hatchling different from the other hatchlings in the nest? (A) Physical likenesses are learned. (B) Physical features are not inherited in birds. (C) The brown-headed cowbird hatched before the other hatchlings. (D) The brown-headed cowbird is not related to the mother of the other hatchlings.",science,Dev
MSA_2012_5_6,6,1,A,1,1,MSA,5,2012,"Brown-headed cowbirds are small birds found throughout North American grasslands and along edges of forests. For food, the brown-headed cowbirds rely on grazing animals to uncover insects and seeds. When a female brown-headed cowbird sees eggs in the nest of another bird, she lays her own egg in the nest. She usually chooses nests with eggs that are smaller than hers. The other bird species then raises the brown headed cowbird hatchling. The brown-headed cowbird hatchling grows quickly and is larger than the other hatchlings in the nest. The brown-headed cowbird often lays eggs in the nest of the yellow warbler. The yellow warbler lives near forests, builds nests in trees and thick brush, and eats insects and fruit. {img:images/States2017/MD/MD_5thGr_2012_1.png} The removal of trees from the habitat of the yellow warbler would most likely cause the population of brown-headed cowbirds to (A) decrease due to decreased nesting areas (B) decrease due to an increased seed supply (C) increase due to a decreased number of insects (D) increase due to increased competition with other birds",science,Dev
MSA_2012_5_7,7,1,B,1,1,MSA,5,2012,"Brown-headed cowbirds are small birds found throughout North American grasslands and along edges of forests. For food, the brown-headed cowbirds rely on grazing animals to uncover insects and seeds. When a female brown-headed cowbird sees eggs in the nest of another bird, she lays her own egg in the nest. She usually chooses nests with eggs that are smaller than hers. The other bird species then raises the brown headed cowbird hatchling. The brown-headed cowbird hatchling grows quickly and is larger than the other hatchlings in the nest. The brown-headed cowbird often lays eggs in the nest of the yellow warbler. The yellow warbler lives near forests, builds nests in trees and thick brush, and eats insects and fruit. {img:images/States2017/MD/MD_5thGr_2012_1.png} When a brown-headed cowbird eats seeds and insects, most of the food is (A) changed to waste (B) digested and used for energy (C) digested and stored for future use (D) changed to sugar by the energy of the sun",science,Dev
MSA_2012_5_8,8,1,D,1,1,MSA,5,2012,"Giant Spider Web Envelops Texas Park {img:images/States2017/MD/MD_5thGr_2012_3.png} Entomologists are debating the origin and rarity of a sprawling spider web that blankets several trees, shrubs and the ground along a 200-yard stretch of trail in a North Texas park. Officials at Lake Tawakoni State Park say the massive mosquito trap is a big attraction for some visitors, while others will not go anywhere near it. ""At first, it was so white it looked like fairyland,"" said Donna Garde, superintendent of the park about 45 miles east of Dallas. ""Now it's filled with so many mosquitoes that it's turned a little brown. There are times you can literally hear the screech of millions of mosquitoes caught in those webs."" Spider experts say the web may have been constructed by social cobweb spiders, which work together, or could be the result of a mass dispersal in which the arachnids spin webs to spread out from one another. ""I've been hearing from entomologists from Ohio, Kansas, British Columbia-all over the place,"" said Mike Quinn, an invertebrate biologist with the Texas Parks and Wildlife Department who first posted photos online. Herbert A. ""Joe"" Pase, a Texas Forest Service entomologist, said the massive web is very unusual. ""From what I'm hearing it could be a once-in-a-lifetime event,"" he said. But John Jackman, a professor and extension entomologist for Texas A&M University, said he hears reports of similar webs every couple of years. ""There are a lot of folks that don't realize spiders do that,"" said Jackman, author of ""A Field Guide to the Spiders and Scorpions of Texas."" ""Until we get some samples sent to us, we really won't know what species of spider we're talking about,"" Jackman said. Garde invited the entomologists out to the park to get a firsthand look at the giant web. ""Somebody needs to come out that's an expert. I would love to see some entomology intern come out and study this,"" she said. Park rangers said they expect the web to last until fall, when the spiders will start dying off. The brown body color of the social cobweb spider is (A) learned from parents (B) selected by the offspring (C) caused by the environment (D) inherited from parents to offspring",science,Dev
MSA_2012_5_9,9,1,C,1,1,MSA,5,2012,"Giant Spider Web Envelops Texas Park {img:images/States2017/MD/MD_5thGr_2012_3.png} Entomologists are debating the origin and rarity of a sprawling spider web that blankets several trees, shrubs and the ground along a 200-yard stretch of trail in a North Texas park. Officials at Lake Tawakoni State Park say the massive mosquito trap is a big attraction for some visitors, while others will not go anywhere near it. ""At first, it was so white it looked like fairyland,"" said Donna Garde, superintendent of the park about 45 miles east of Dallas. ""Now it's filled with so many mosquitoes that it's turned a little brown. There are times you can literally hear the screech of millions of mosquitoes caught in those webs."" Spider experts say the web may have been constructed by social cobweb spiders, which work together, or could be the result of a mass dispersal in which the arachnids spin webs to spread out from one another. ""I've been hearing from entomologists from Ohio, Kansas, British Columbia-all over the place,"" said Mike Quinn, an invertebrate biologist with the Texas Parks and Wildlife Department who first posted photos online. Herbert A. ""Joe"" Pase, a Texas Forest Service entomologist, said the massive web is very unusual. ""From what I'm hearing it could be a once-in-a-lifetime event,"" he said. But John Jackman, a professor and extension entomologist for Texas A&M University, said he hears reports of similar webs every couple of years. ""There are a lot of folks that don't realize spiders do that,"" said Jackman, author of ""A Field Guide to the Spiders and Scorpions of Texas."" ""Until we get some samples sent to us, we really won't know what species of spider we're talking about,"" Jackman said. Garde invited the entomologists out to the park to get a firsthand look at the giant web. ""Somebody needs to come out that's an expert. I would love to see some entomology intern come out and study this,"" she said. Park rangers said they expect the web to last until fall, when the spiders will start dying off. The characteristic of the social cobweb spiders that helps them survive is the ability to (A) attract birds (B) change color (C) work together (D) live through the winter",science,Dev
MSA_2013_5_21,21,1,C,1,1,MSA,5,2013,Students observed a creek during a field trip to a local nature center. A nature center guide explained that natural processes had formed the creek and reshaped the surface of Earth along the creek. {img:images/States2017/MD/MD_5thGr_2013_10.png} Students compared their observations of the creek with the diagram of the Grand Canyon below. {img:images/States2017/MD/MD_5thGr_2013_11.png} Which process best describes how the Grand Canyon was formed? (A) fast erosion by wind (B) fast weathering by wind (C) slow erosion by moving water (D) slow weathering by moving water,science,Dev
MSA_2013_5_26,26,1,D,1,1,MSA,5,2013,"Over time, a woodland pond filled with sediment. The habitats and food sources of four different birds are shown in the table below. {img:images/States2017/MD/MD_5thGr_2013_19.png} Which bird would most likely need to find a similar habitat in a new location after the pond fills with sediment? (A) the barn owl (B) the cardinal (C) the bald eagle (D) the wood duck",science,Dev
TIMSS_1995_4_pg45,pg45,1,C,1,1,TIMSS,4,1995,Which picture does NOT show an insect? (A) {img:images/States2017/TIMSS/TIMS_4thGr_1995_35.png} (B) {img:images/States2017/TIMSS/TIMS_4thGr_1995_36.png} (C) {img:images/States2017/TIMSS/TIMS_4thGr_1995_37.png} (D) {img:images/States2017/TIMSS/TIMS_4thGr_1995_38.png},science,Dev
TIMSS_1995_4_pg9,pg9,1,B,1,1,TIMSS,4,1995,This table shows the temperature and precipitation (rain or snow) in four different towns on the same day. {img:images/States2017/TIMSS/TIMS_4thGr_1995_1.png} Where did it snow? (A) Town A (B) Town B (C) Town C (D) Town D,science,Dev
TIMSS_2003_4_pg49,pg49,1,C,1,1,TIMSS,4,2003,"{img:images/States2017/TIMSS/TIMSS_2003_4thGr_26.png} Which of the figures above shows a situation where two magnets repel each other? (A) Figures 1 and 3 (B) Figures 2 and 3 (C) Figures 1 and 4 (D) Figures 1, 2, 3, and 4",science,Dev
TIMSS_2003_4_pg55,pg55,1,A,1,1,TIMSS,4,2003,Which of these are insects? {img:images/States2017/TIMSS/TIMSS_2003_4thGr_34.png} (A) 1 and 3 only (B) 1 and 4 only (C) 2 and 4 only (D) 3 and 4 only,science,Dev
TIMSS_2003_4_pg69,pg69,1,B,1,1,TIMSS,4,2003,{img:images/States2017/TIMSS/TIMSS_2003_4thGr_42.png} Look at the picture above. Where is the best location to grow crops? (A) Location A (B) Location B (C) Location C (D) Location D,science,Dev
TIMSS_2007_4_pg73,pg73,1,A,1,1,TIMSS,4,2007,Which pie chart shows the proportions of land and water on Earth? (A) {img:images/States2017/TIMSS/TIMSS_4thGr_2007_29.png} (B) {img:images/States2017/TIMSS/TIMSS_4thGr_2007_30.png} (C) {img:images/States2017/TIMSS/TIMSS_4thGr_2007_31.png} (D) {img:images/States2017/TIMSS/TIMSS_4thGr_2007_32.png},science,Dev
TIMSS_2011_4_pg28,pg28,1,C,1,1,TIMSS,4,2011,Alice watches a sunrise from across a calm lake. She sees a sun in the sky and a sun in the lake as shown below. {img:images/States2017/TIMSS/TIMSS_4thGr_2011_12.png} Why does Alice see a sun in the lake? (A) The sunlight warms that part of the lake. (B) The sky spreads sunlight over the lake. (C) The sunlight reflects off the lake water. (D) Clouds reflect sunlight into the lake.,science,Dev
WASL_2003_5_1,1,1,A,1,1,WASL,5,2003,"Jane liked roller coasters, so she decided to investigate how loop-the-loops worked. She did the following investigation with the ramp and toy car shown in the diagram below. {img:images/States2017/WA/WA_5thGr_2003_1.png} Question: How high does a toy car need to be released for the toy car to travel completely around a loop? Prediction: The toy car needs to be almost 20 cm up the ramp to travel around the loop. Materials: ramp toy car meter stick to measure height in centimeters (cm) Procedure: 1. Mark the ramp at heights 5, 10, 15, 20, and 25 cm and record the heights in the data table. 2. Release the toy car from each height. 3. In the data table, record the car's motion in the loop. Data: {img:images/States2017/WA/WA_5thGr_2003_2.png} Which variable did Jane change (manipulate)? (A) The height the toy car starts (B) The weight of the toy car (C) The angle of the ramp",science,Dev
WASL_2003_5_2,2,1,A,1,1,WASL,5,2003,"Jane liked roller coasters, so she decided to investigate how loop-the-loops worked. She did the following investigation with the ramp and toy car shown in the diagram below. {img:images/States2017/WA/WA_5thGr_2003_1.png} Question: How high does a toy car need to be released for the toy car to travel completely around a loop? Prediction: The toy car needs to be almost 20 cm up the ramp to travel around the loop. Materials: ramp toy car meter stick to measure height in centimeters (cm) Procedure: 1. Mark the ramp at heights 5, 10, 15, 20, and 25 cm and record the heights in the data table. 2. Release the toy car from each height. 3. In the data table, record the car's motion in the loop. Data: {img:images/States2017/WA/WA_5thGr_2003_2.png} What could Jane do to give the car more energy? (A) Release the car higher on the ramp (B) Increase the width of the track (C) Change the size of the loop",science,Dev
WASL_2003_5_3,3,1,B,1,1,WASL,5,2003,"Jane liked roller coasters, so she decided to investigate how loop-the-loops worked. She did the following investigation with the ramp and toy car shown in the diagram below. {img:images/States2017/WA/WA_5thGr_2003_1.png} Question: How high does a toy car need to be released for the toy car to travel completely around a loop? Prediction: The toy car needs to be almost 20 cm up the ramp to travel around the loop. Materials: ramp toy car meter stick to measure height in centimeters (cm) Procedure: 1. Mark the ramp at heights 5, 10, 15, 20, and 25 cm and record the heights in the data table. 2. Release the toy car from each height. 3. In the data table, record the car's motion in the loop. Data: {img:images/States2017/WA/WA_5thGr_2003_2.png} Instead of just releasing the toy car from a height of 10 cm, Jane pushed it. What most likely would happen? (A) The toy car would have too little speed to travel completely around the loop. (B) The toy car would have enough speed to travel completely around the loop. (C) The toy car would have too much speed to travel completely around the loop.",science,Dev
WASL_2003_5_4,4,1,B,1,1,WASL,5,2003,"Jane liked roller coasters, so she decided to investigate how loop-the-loops worked. She did the following investigation with the ramp and toy car shown in the diagram below. {img:images/States2017/WA/WA_5thGr_2003_1.png} Question: How high does a toy car need to be released for the toy car to travel completely around a loop? Prediction: The toy car needs to be almost 20 cm up the ramp to travel around the loop. Materials: ramp toy car meter stick to measure height in centimeters (cm) Procedure: 1. Mark the ramp at heights 5, 10, 15, 20, and 25 cm and record the heights in the data table. 2. Release the toy car from each height. 3. In the data table, record the car's motion in the loop. Data: {img:images/States2017/WA/WA_5thGr_2003_2.png} What heights should Jane check to find the lowest possible release height to make the car travel completely around the loop? (A) 6-9 cm (B) 11-14 cm (C) 16-19 cm",science,Dev
WASL_2005_5_12,12,1,B,1,1,WASL,5,2005,Which scientific tool gives you the most useful information while studying the objects shown below? {img:images/States2017/WA/WA_5thGr_2005_3.png} (A) Binoculars (B) Hand lens (C) Thermometer,science,Dev
AKDE&ED_2008_4_31,31,1,D,1,1,Alaska Department of Education & Early Development,4,2008,Students planted one hundred flower seeds. They observed the growth of their plants once a week. Which tool could be used to record their observations? (A) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-26.png} (B) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-27.png} (C) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-28.png} (D) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-29.png},,Dev
AKDE&ED_2008_4_4,4,1,C,1,1,Alaska Department of Education & Early Development,4,2008,Which organism needs to make its own food? (A) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-5.png} (B) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-6.png} (C) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-7.png} (D) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-8.png},,Dev
AKDE&ED_2012_4_24,24,1,B,1,1,Alaska Department of Education & Early Development,4,2012,The chart shows observations of the Moon. {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2012-4-22.png} Which drawing shows how the Moon would most likely appear on day 13? (A) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2012-4-23.png} (B) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2012-4-24.png} (C) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2012-4-25.png} (D) {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2012-4-26.png},,Dev
CSZ_2009_5_18,18,1,A,1,1,California Standards Test,5,2009,A balloon has a negative charge. A glass rod has a positive charge. {img:images/StatesDMC-DA/California/5thGr/California-2009-5-11.png} What will happen when the glass rod is brought near the balloon? (A) The balloon will be attracted to the rod. (B) The balloon will be repelled by the rod. (C) The balloon will remain in place. (D) The balloon will spin in circles.,,Dev
CSZ_2009_5_69,69,1,B,1,1,California Standards Test,5,2009,The picture below shows several different birds. {img:images/StatesDMC-DA/California/5thGr/California-2009-5-36.png} What characteristic do all birds share? (A) They can fly. (B) They have feathers. (C) They have webbed feet. (D) They eat worms.,,Dev
MCAS_2010_5_16,16,1,C,1,1,MCAS,5,2010,In which circuit are both bulbs lit? (A) {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2010-8.png} (B) {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2010-9.png} (C) {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2010-10.png} (D) {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2010-11.png},,Dev
MCAS_2011_5_6,6,1,C,1,1,MCAS,5,2011,"The drawing below shows a plant during the early development stage in its life cycle. {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2011-6.png} Under normal conditions, which of the following will occur next as the plant continues to grow? (A) Fruits and roots will develop. (B) Seeds and stems will develop. (C) Stems and leaves will develop. (D) Flowers and fruits will develop.",,Dev
MCAS_2013_5_16,16,1,D,1,1,MCAS,5,2013,The map below shows the location of South Carolina. {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2013-14.png} South Carolina is humid during the summer months. Which of the following is the most likely cause of the humid conditions? (A) runoff from inland mountains (B) flooding from rivers and streams (C) groundwater bubbling to the surface (D) evaporation from the surface of the ocean,,Dev
MCAS_2015_5_18,18,1,D,1,1,MCAS,5,2015,The picture below shows a wind-up toy train. The key on the side of the train is turned to wind up the toy. {img:images/StatesDMC-DA/MCAS/5thGr/MCAS-5-2015-14.png} The key used to wind up the train is an example of which simple machine? (A) pulley (B) wedge (C) inclined plane (D) wheel and axle,,Dev
